id,name,category,round,round_name,index,played_at,status,score,winner,duration_minutes,players,competition_source,season_year,tournament_name,court
6981,Tapia/Coello - Leal/Bergamini,men,4,Quarter,0,2025-12-11,finished,"[{'team_1': '6', 'team_2': '2'}, {'team_1': '6', 'team_2': '2'}]",team_1,52.0,"{'team_1': [{'id': 66, 'self': '/api/players/66', 'name': 'Agustin Tapia', 'side': 'backhand', 'connections': {'pair': '/api/pairs/66-65'}}, {'id': 65, 'self': '/api/players/65', 'name': 'Arturo Coello', 'side': 'drive', 'connections': {'pair': '/api/pairs/66-65'}}], 'team_2': [{'id': 95, 'self': '/api/players/95', 'name': 'Javier Leal', 'side': 'backhand', 'connections': {'pair': '/api/pairs/95-76'}}, {'id': 76, 'self': '/api/players/76', 'name': 'Lucas Bergamini', 'side': 'drive', 'connections': {'pair': '/api/pairs/95-76'}}]}",FIP,2026,Season 5,Center Court
6982,Stupaczuk/Di Nenno - Lebron/Augsburger,men,4,Quarter,1,2025-12-11,finished,"[{'team_1': '6', 'team_2': '2'}, {'team_1': '6', 'team_2': '4'}]",team_1,91.0,"{'team_1': [{'id': 87, 'self': '/api/players/87', 'name': 'Franco Stupaczuk', 'side': 'backhand', 'connections': {'pair': '/api/pairs/87-103'}}, {'id': 103, 'self': '/api/players/103', 'name': 'Martin Di Nenno', 'side': 'drive', 'connections': {'pair': '/api/pairs/87-103'}}], 'team_2': [{'id': 88, 'self': '/api/players/88', 'name': 'Juan Lebron', 'side': 'drive', 'connections': {'pair': '/api/pairs/88-84'}}, {'id': 84, 'self': '/api/players/84', 'name': 'Leo Augsburger', 'side': 'backhand', 'connections': {'pair': '/api/pairs/88-84'}}]}",FIP,2026,Season 5,Center Court
7012,Triay/Brea - Guinart/Virseda,women,4,Quarter,0,2025-12-11,finished,"[{'team_1': '6', 'team_2': '2'}, {'team_1': '6', 'team_2': '3'}]",team_1,94.0,"{'team_1': [{'id': 433, 'self': '/api/players/433', 'name': 'Gemma Triay Pons', 'side': None, 'connections': {'pair': '/api/pairs/433-434'}}, {'id': 434, 'self': '/api/players/434', 'name': 'Delfina Brea Senesi', 'side': None, 'connections': {'pair': '/api/pairs/433-434'}}], 'team_2': [{'id': 429, 'self': '/api/players/429', 'name': 'Marina Guinart España', 'side': None, 'connections': {'pair': '/api/pairs/429-497'}}, {'id': 497, 'self': '/api/players/497', 'name': 'Veronica Virseda', 'side': None, 'connections': {'pair': '/api/pairs/429-497'}}]}",FIP,2026,Season 5,Center Court
7013,Ortega/Icardo - Araujo/Ustero,women,4,Quarter,1,2025-12-11,finished,"[{'team_1': '1', 'team_2': '6'}, {'team_1': '1', 'team_2': '6'}]",team_2,61.0,"{'team_1': [{'id': 422, 'self': '/api/players/422', 'name': 'Marta Ortega Gallego', 'side': None, 'connections': {'pair': '/api/pairs/422-423'}}, {'id': 423, 'self': '/api/players/423', 'name': 'Tamara Icardo Alcorisa', 'side': None, 'connections': {'pair': '/api/pairs/422-423'}}], 'team_2': [{'id': 411, 'self': '/api/players/411', 'name': 'Sofia Araujo', 'side': None, 'connections': {'pair': '/api/pairs/411-410'}}, {'id': 410, 'self': '/api/players/410', 'name': 'Andrea Ustero Prieto', 'side': None, 'connections': {'pair': '/api/pairs/411-410'}}]}",FIP,2026,Season 5,Center Court
6893,Coello/Tapia - Galan/Chingotto,men,1,Finals,0,2025-11-30,finished,"[{'team_1': '6', 'team_2': '4'}, {'team_1': '7', 'team_2': '6(5)'}]",team_1,103.0,"{'team_1': [{'id': 65, 'self': '/api/players/65', 'name': 'Arturo Coello', 'side': 'drive', 'connections': {'pair': '/api/pairs/65-66'}}, {'id': 66, 'self': '/api/players/66', 'name': 'Agustin Tapia', 'side': 'backhand', 'connections': {'pair': '/api/pairs/65-66'}}], 'team_2': [{'id': 115, 'self': '/api/players/115', 'name': 'Alejandro Galan', 'side': 'backhand', 'connections': {'pair': '/api/pairs/115-114'}}, {'id': 114, 'self': '/api/players/114', 'name': 'Federico Chingotto', 'side': 'drive', 'connections': {'pair': '/api/pairs/115-114'}}]}",FIP,2026,Season 5,Cancha Estadio
6924,Brea/Triay - Fernandez/Gonzalez,women,1,Finals,0,2025-11-30,finished,"[{'team_1': '2', 'team_2': '6'}, {'team_1': '4', 'team_2': '6'}]",team_2,,"{'team_1': [{'id': 434, 'self': '/api/players/434', 'name': 'Delfina Brea Senesi', 'side': None, 'connections': {'pair': '/api/pairs/434-433'}}, {'id': 433, 'self': '/api/players/433', 'name': 'Gemma Triay Pons', 'side': None, 'connections': {'pair': '/api/pairs/434-433'}}], 'team_2': [{'id': 412, 'self': '/api/players/412', 'name': 'Claudia Fernandez Sanchez', 'side': None, 'connections': {'pair': '/api/pairs/412-413'}}, {'id': 413, 'self': '/api/players/413', 'name': 'Beatriz Gonzalez Fernandez', 'side': None, 'connections': {'pair': '/api/pairs/412-413'}}]}",FIP,2026,Season 5,Cancha Estadio
6891,Coello/Tapia - Sanz/Navarro,men,2,Semifinals,0,2025-11-29,finished,"[{'team_1': '6', 'team_2': '2'}, {'team_1': '6(4)', 'team_2': '7'}, {'team_1': '6', 'team_2': '3'}]",team_1,118.0,"{'team_1': [{'id': 65, 'self': '/api/players/65', 'name': 'Arturo Coello', 'side': 'drive', 'connections': {'pair': '/api/pairs/65-66'}}, {'id': 66, 'self': '/api/players/66', 'name': 'Agustin Tapia', 'side': 'backhand', 'connections': {'pair': '/api/pairs/65-66'}}], 'team_2': [{'id': 79, 'self': '/api/players/79', 'name': 'Jon Sanz', 'side': 'drive', 'connections': {'pair': '/api/pairs/79-77'}}, {'id': 77, 'self': '/api/players/77', 'name': 'Francisco Navarro', 'side': 'backhand', 'connections': {'pair': '/api/pairs/79-77'}}]}",FIP,2026,Season 5,Cancha Estadio
6892,Augsburger/Lebron - Galan/Chingotto,men,2,Semifinals,1,2025-11-29,finished,"[{'team_1': '2', 'team_2': '6'}, {'team_1': '3', 'team_2': '6'}]",team_2,70.0,"{'team_1': [{'id': 84, 'self': '/api/players/84', 'name': 'Leo Augsburger', 'side': 'backhand', 'connections': {'pair': '/api/pairs/84-88'}}, {'id': 88, 'self': '/api/players/88', 'name': 'Juan Lebron', 'side': 'drive', 'connections': {'pair': '/api/pairs/84-88'}}], 'team_2': [{'id': 115, 'self': '/api/players/115', 'name': 'Alejandro Galan', 'side': 'backhand', 'connections': {'pair': '/api/pairs/115-114'}}, {'id': 114, 'self': '/api/players/114', 'name': 'Federico Chingotto', 'side': 'drive', 'connections': {'pair': '/api/pairs/115-114'}}]}",FIP,2026,Season 5,Cancha Estadio
6922,Brea/Triay - Caldera/Goenaga,women,2,Semifinals,0,2025-11-29,finished,"[{'team_1': '7', 'team_2': '6(1)'}, {'team_1': '2', 'team_2': '6'}, {'team_1': '6', 'team_2': '3'}]",team_1,46.0,"{'team_1': [{'id': 434, 'self': '/api/players/434', 'name': 'Delfina Brea Senesi', 'side': None, 'connections': {'pair': '/api/pairs/434-433'}}, {'id': 433, 'self': '/api/players/433', 'name': 'Gemma Triay Pons', 'side': None, 'connections': {'pair': '/api/pairs/434-433'}}], 'team_2': [{'id': 394, 'self': '/api/players/394', 'name': 'Beatriz Caldera Sanchez', 'side': None, 'connections': {'pair': '/api/pairs/394-395'}}, {'id': 395, 'self': '/api/players/395', 'name': 'Carmen Goenaga Garcia', 'side': None, 'connections': {'pair': '/api/pairs/394-395'}}]}",FIP,2026,Season 5,Cancha Estadio
6923,Fernandez/Gonzalez - Jensen/Alonso,women,2,Semifinals,1,2025-11-29,finished,"[{'team_1': '6', 'team_2': '3'}, {'team_1': '6', 'team_2': '2'}]",team_1,,"{'team_1': [{'id': 412, 'self': '/api/players/412', 'name': 'Claudia Fernandez Sanchez', 'side': None, 'connections': {'pair': '/api/pairs/412-413'}}, {'id': 413, 'self': '/api/players/413', 'name': 'Beatriz Gonzalez Fernandez', 'side': None, 'connections': {'pair': '/api/pairs/412-413'}}], 'team_2': [{'id': 399, 'self': '/api/players/399', 'name': 'Claudia Jensen', 'side': None, 'connections': {'pair': '/api/pairs/399-398'}}, {'id': 398, 'self': '/api/players/398', 'name': 'Alejandra Alonso De Villa', 'side': None, 'connections': {'pair': '/api/pairs/399-398'}}]}",FIP,2026,Season 5,Cancha Estadio
6887,Coello/Tapia - Gonzalez/Guerrero,men,4,Quarter,0,2025-11-28,finished,"[{'team_1': '6', 'team_2': '4'}, {'team_1': '6', 'team_2': '4'}]",team_1,70.0,"{'team_1': [{'id': 65, 'self': '/api/players/65', 'name': 'Arturo Coello', 'side': 'drive', 'connections': {'pair': '/api/pairs/65-66'}}, {'id': 66, 'self': '/api/players/66', 'name': 'Agustin Tapia', 'side': 'backhand', 'connections': {'pair': '/api/pairs/65-66'}}], 'team_2': [{'id': 78, 'self': '/api/players/78', 'name': 'Momo Gonzalez', 'side': 'backhand', 'connections': {'pair': '/api/pairs/78-82'}}, {'id': 82, 'self': '/api/players/82', 'name': 'Francisco Guerrero', 'side': 'drive', 'connections': {'pair': '/api/pairs/78-82'}}]}",FIP,2026,Season 5,Cancha Estadio
6888,Sanz/Navarro - Stupaczuk/Di Nenno,men,4,Quarter,1,2025-11-28,finished,"[{'team_1': '6', 'team_2': '3'}, {'team_1': '6', 'team_2': '4'}]",team_1,84.0,"{'team_1': [{'id': 79, 'self': '/api/players/79', 'name': 'Jon Sanz', 'side': 'drive', 'connections': {'pair': '/api/pairs/79-77'}}, {'id': 77, 'self': '/api/players/77', 'name': 'Francisco Navarro', 'side': 'backhand', 'connections': {'pair': '/api/pairs/79-77'}}], 'team_2': [{'id': 87, 'self': '/api/players/87', 'name': 'Franco Stupaczuk', 'side': 'backhand', 'connections': {'pair': '/api/pairs/87-103'}}, {'id': 103, 'self': '/api/players/103', 'name': 'Martin Di Nenno', 'side': 'drive', 'connections': {'pair': '/api/pairs/87-103'}}]}",FIP,2026,Season 5,Cancha Caliente
6889,Barahona/Garcia - Augsburger/Lebron,men,4,Quarter,2,2025-11-28,finished,"[{'team_1': '2', 'team_2': '6'}, {'team_1': '2', 'team_2': '6'}]",team_2,64.0,"{'team_1': [{'id': 70, 'self': '/api/players/70', 'name': 'Javier Barahona', 'side': 'drive', 'connections': {'pair': '/api/pairs/70-71'}}, {'id': 71, 'self': '/api/players/71', 'name': 'Javier Garcia', 'side': 'backhand', 'connections': {'pair': '/api/pairs/70-71'}}], 'team_2': [{'id': 84, 'self': '/api/players/84', 'name': 'Leo Augsburger', 'side': 'backhand', 'connections': {'pair': '/api/pairs/84-88'}}, {'id': 88, 'self': '/api/players/88', 'name': 'Juan Lebron', 'side': 'drive', 'connections': {'pair': '/api/pairs/84-88'}}]}",FIP,2026,Season 5,Cancha Caliente
6890,Alfonso/Gutierrez - Galan/Chingotto,men,4,Quarter,3,2025-11-28,finished,"[{'team_1': '6', 'team_2': '4'}, {'team_1': '1', 'team_2': '6'}, {'team_1': '4', 'team_2': '6'}]",team_2,123.0,"{'team_1': [{'id': 18, 'self': '/api/players/18', 'name': 'Gonzalo Alfonso', 'side': 'backhand', 'connections': {'pair': '/api/pairs/18-96'}}, {'id': 96, 'self': '/api/players/96', 'name': 'Sanyo Gutierrez', 'side': 'drive', 'connections': {'pair': '/api/pairs/18-96'}}], 'team_2': [{'id': 115, 'self': '/api/players/115', 'name': 'Alejandro Galan', 'side': 'backhand', 'connections': {'pair': '/api/pairs/115-114'}}, {'id': 114, 'self': '/api/players/114', 'name': 'Federico Chingotto', 'side': 'drive', 'connections': {'pair': '/api/pairs/115-114'}}]}",FIP,2026,Season 5,Cancha Estadio
6918,Brea/Triay - Osoro/Iglesias,women,4,Quarter,0,2025-11-28,finished,"[{'team_1': '6', 'team_2': '3'}, {'team_1': '6', 'team_2': '2'}]",team_1,46.0,"{'team_1': [{'id': 434, 'self': '/api/players/434', 'name': 'Delfina Brea Senesi', 'side': None, 'connections': {'pair': '/api/pairs/434-433'}}, {'id': 433, 'self': '/api/players/433', 'name': 'Gemma Triay Pons', 'side': None, 'connections': {'pair': '/api/pairs/434-433'}}], 'team_2': [{'id': 406, 'self': '/api/players/406', 'name': 'Aranzazu Osoro Ulrich', 'side': None, 'connections': {'pair': '/api/pairs/406-430'}}, {'id': 430, 'self': '/api/players/430', 'name': 'Victoria Iglesias Segador', 'side': None, 'connections': {'pair': '/api/pairs/406-430'}}]}",FIP,2026,Season 5,Cancha Estadio
6919,Guinart/Virseda - Caldera/Goenaga,women,4,Quarter,1,2025-11-28,finished,"[{'team_1': '4', 'team_2': '6'}, {'team_1': '6', 'team_2': '0'}, {'team_1': '4', 'team_2': '6'}]",team_2,51.0,"{'team_1': [{'id': 429, 'self': '/api/players/429', 'name': 'Marina Guinart España', 'side': None, 'connections': {'pair': '/api/pairs/429-497'}}, {'id': 497, 'self': '/api/players/497', 'name': 'Veronica Virseda', 'side': None, 'connections': {'pair': '/api/pairs/429-497'}}], 'team_2': [{'id': 394, 'self': '/api/players/394', 'name': 'Beatriz Caldera Sanchez', 'side': None, 'connections': {'pair': '/api/pairs/394-395'}}, {'id': 395, 'self': '/api/players/395', 'name': 'Carmen Goenaga Garcia', 'side': None, 'connections': {'pair': '/api/pairs/394-395'}}]}",FIP,2026,Season 5,Cancha Caliente
6920,Fernandez/Gonzalez - Sainz/Eugenio,women,4,Quarter,2,2025-11-28,finished,"[{'team_1': '7', 'team_2': '6(4)'}, {'team_1': '6', 'team_2': '2'}]",team_1,,"{'team_1': [{'id': 412, 'self': '/api/players/412', 'name': 'Claudia Fernandez Sanchez', 'side': None, 'connections': {'pair': '/api/pairs/412-413'}}, {'id': 413, 'self': '/api/players/413', 'name': 'Beatriz Gonzalez Fernandez', 'side': None, 'connections': {'pair': '/api/pairs/412-413'}}], 'team_2': [{'id': 400, 'self': '/api/players/400', 'name': 'Lucia Sainz Pelegri', 'side': None, 'connections': {'pair': '/api/pairs/400-409'}}, {'id': 409, 'self': '/api/players/409', 'name': 'Raquel Eugenio Barrera', 'side': None, 'connections': {'pair': '/api/pairs/400-409'}}]}",FIP,2026,Season 5,Cancha Estadio
6921,Jensen/Alonso - Castello/Rufo,women,4,Quarter,3,2025-11-28,finished,"[{'team_1': '6', 'team_2': '2'}, {'team_1': '2', 'team_2': '6'}, {'team_1': '6', 'team_2': '4'}]",team_1,,"{'team_1': [{'id': 399, 'self': '/api/players/399', 'name': 'Claudia Jensen', 'side': None, 'connections': {'pair': '/api/pairs/399-398'}}, {'id': 398, 'self': '/api/players/398', 'name': 'Alejandra Alonso De Villa', 'side': None, 'connections': {'pair': '/api/pairs/399-398'}}], 'team_2': [{'id': 416, 'self': '/api/players/416', 'name': 'Jessica Castello Lopez', 'side': None, 'connections': {'pair': '/api/pairs/416-417'}}, {'id': 417, 'self': '/api/players/417', 'name': 'Lorena Rufo Ortiz', 'side': None, 'connections': {'pair': '/api/pairs/416-417'}}]}",FIP,2026,Season 5,Cancha Caliente
6879,Tapia/Coello - Antonio/Ruiz,men,8,Round of 16,0,2025-11-27,finished,"[{'team_1': '7', 'team_2': '5'}, {'team_1': '6', 'team_2': '4'}]",team_1,76.0,"{'team_1': [{'id': 66, 'self': '/api/players/66', 'name': 'Agustin Tapia', 'side': 'backhand', 'connections': {'pair': '/api/pairs/66-65'}}, {'id': 65, 'self': '/api/players/65', 'name': 'Arturo Coello', 'side': 'drive', 'connections': {'pair': '/api/pairs/66-65'}}], 'team_2': [{'id': 110, 'self': '/api/players/110', 'name': 'Jose Antonio Diestro', 'side': 'drive', 'connections': {'pair': '/api/pairs/110-68'}}, {'id': 68, 'self': '/api/players/68', 'name': 'Victor Ruiz', 'side': 'backhand', 'connections': {'pair': '/api/pairs/110-68'}}]}",FIP,2026,Season 5,Cancha Estadio
6880,Jofre/Arroyo - Gonzalez/Guerrero,men,8,Round of 16,1,2025-11-27,finished,"[{'team_1': '6(2)', 'team_2': '7'}, {'team_1': '6(8)', 'team_2': '7'}]",team_2,117.0,"{'team_1': [{'id': 155, 'self': '/api/players/155', 'name': 'Inigo Jofre', 'side': 'backhand', 'connections': {'pair': '/api/pairs/155-102'}}, {'id': 102, 'self': '/api/players/102', 'name': 'Alejandro Arroyo', 'side': 'backhand', 'connections': {'pair': '/api/pairs/155-102'}}], 'team_2': [{'id': 78, 'self': '/api/players/78', 'name': 'Momo Gonzalez', 'side': 'backhand', 'connections': {'pair': '/api/pairs/78-82'}}, {'id': 82, 'self': '/api/players/82', 'name': 'Francisco Guerrero', 'side': 'drive', 'connections': {'pair': '/api/pairs/78-82'}}]}",FIP,2026,Season 5,Cancha Skechers
6881,Sanz/Navarro - Aguirre/Chozas,men,8,Round of 16,2,2025-11-27,finished,"[{'team_1': '6', 'team_2': '2'}, {'team_1': '7', 'team_2': '6(2)'}]",team_1,96.0,"{'team_1': [{'id': 79, 'self': '/api/players/79', 'name': 'Jon Sanz', 'side': 'drive', 'connections': {'pair': '/api/pairs/79-77'}}, {'id': 77, 'self': '/api/players/77', 'name': 'Francisco Navarro', 'side': 'backhand', 'connections': {'pair': '/api/pairs/79-77'}}], 'team_2': [{'id': 17, 'self': '/api/players/17', 'name': 'Tolito Aguirre', 'side': 'drive', 'connections': {'pair': '/api/pairs/17-112'}}, {'id': 112, 'self': '/api/players/112', 'name': 'Alex Chozas', 'side': 'backhand', 'connections': {'pair': '/api/pairs/17-112'}}]}",FIP,2026,Season 5,Cancha Mifel
6882,Ruiz/Esbri - Stupaczuk/Di Nenno,men,8,Round of 16,3,2025-11-27,finished,"[{'team_1': '3', 'team_2': '6'}, {'team_1': '5', 'team_2': '7'}]",team_2,95.0,"{'team_1': [{'id': 111, 'self': '/api/players/111', 'name': 'Alex Ruiz', 'side': 'drive', 'connections': {'pair': '/api/pairs/111-153'}}, {'id': 153, 'self': '/api/players/153', 'name': 'Juanlu Esbri', 'side': 'backhand', 'connections': {'pair': '/api/pairs/111-153'}}], 'team_2': [{'id': 87, 'self': '/api/players/87', 'name': 'Franco Stupaczuk', 'side': 'backhand', 'connections': {'pair': '/api/pairs/87-103'}}, {'id': 103, 'self': '/api/players/103', 'name': 'Martin Di Nenno', 'side': 'drive', 'connections': {'pair': '/api/pairs/87-103'}}]}",FIP,2026,Season 5,Cancha Caliente
6883,Nieto/Yanguas - Garcia/Barahona,men,8,Round of 16,4,2025-11-27,finished,"[{'team_1': '7', 'team_2': '5'}, {'team_1': '4', 'team_2': '6'}, {'team_1': '2', 'team_2': '6'}]",team_2,151.0,"{'team_1': [{'id': 90, 'self': '/api/players/90', 'name': 'Jorge Nieto', 'side': 'backhand', 'connections': {'pair': '/api/pairs/90-89'}}, {'id': 89, 'self': '/api/players/89', 'name': 'Miguel Yanguas', 'side': 'drive', 'connections': {'pair': '/api/pairs/90-89'}}], 'team_2': [{'id': 71, 'self': '/api/players/71', 'name': 'Javier Garcia', 'side': 'backhand', 'connections': {'pair': '/api/pairs/71-70'}}, {'id': 70, 'self': '/api/players/70', 'name': 'Javier Barahona', 'side': 'drive', 'connections': {'pair': '/api/pairs/71-70'}}]}",FIP,2026,Season 5,Cancha Caliente
